dlcs,expansions,id,keywords,release_dates,similar_games,tags
0,0,1020,"[3, 11, 17, 21, 22, 25, 30, 57, 64, 72, 107, 109, 121, 129, 132, 153, 155, 182, 193, 221, 222, 243, 274, 282, 284, 301, 309, 311, 314, 350, 394, 403, 427, 484, 488, 558, 594, 598, 623, 630, 642, 652, 661, 692, 703, 714, 732, 735, 768, 789, 795, 816, 839, 872, 884, 889, 890, 926, 977, 1030, 1032, 1033, 1098, 1158, 1186, 1188, 1205, 1252, 1293, 1299, 1309, 1313, 1333, 1373, 1379, 1403, 1440, 1459, 1572, 1599, 1669, 1678, 1710, 1714, 1754, 1779, 1783, 1800, 1803, 1821, 1834, 1887, 1898, 1928, 1935, 1950, 1961, 1971, 1979, 2002, 2041, 2069, 2071, 2141, 2185, 2280, 2324, 2337, 2440, 2452, 2537, 2542, 2677, 2740, 2841, 2868, 2898, 2949, 3102, 3538, 3627, 3635, 3776, 3794, 3831, 3901, 3910, 3912, 3961, 3994, 4094, 4134, 4146, 4147, 4157, 4161, 4166, 4182, 4183, 4186, 4187, 4193, 4195, 4197, 4198, 4199, 4200, 4201, 4202, 4215, 4219, 4242, 4246, 4264, 4265, 4272, 4273, 4280, 4285, 4287, 4304, 4305, 4307, 4316, 4317, 4330, 4337, 4338, 4339, 4341, 4342, 4345, 4348, 4353, 4359, 4360, 4363, 4364, 4368, 4369, 4388, 4414, 4418, 4419, 4422, 4426, 4430, 4443, 4444, 4446, 4452, 4473, 4490, 4508, 4525, 4528, 4530, 4548, 4558, 4566, 4568, 4571, 4572, 4574, 4576, 4579, 4582, 4589, 4590, 4592, 4594, 4596, 4598, 4599, 4602, 4603, 4605, 4611, 4613, 4614, 4620, 4622, 4623, 4624, 4625, 4628, 4630, 4634, 4645, 4647, 4652, 4653, 4658, 4660, 4661, 4663, 4666, 4668, 4671, 4678, 4697, 4709, 4711, 4712, 4714, 4715, 4723, 4727, 4730, 4735, 4737, 4738, 4748, 4756, 4762, 4777, 4781, 4783, 4788, 4818, 4823, 4829, 4830, 4831, 4832, 4833, 4834, 4835, 4838, 4852, 4858, 4869, 4884, 4885, 4891, 4892, 4895, 4896, 4901, 4906, 4907, 4910, 4912, 4918, 4919, 4920, 4925, 4927, 4943, 4956, 4961, 4968, 4974, 4977, 4980, 4983, 4984, 4989, 4998, 5011, 5020, 5023, 5036, 5045, 5115, 5117, 5120, 5150, 5153, 5154, 5156, 5159, 5160, 5161, 5165, 5171, 5181, 5185, 5186, 5187, 5196, 5197, 5213, 5216, 5217, 5218, 5259, 5264, 5266, 5267, 5268, 5269, 5271, 5272, 5276, 5284, 5285, 5287, 5298, 5299, 5308, 5309, 5323, 5350, 5353, 5362, 5363, 5369, 5377, 5390, 5391, 5392, 5394, 5402, 5408, 5410, 5417, 5420, 5421, 5423, 5427, 5436, 5439, 5451, 5452, 5453, 5457, 5468, 5471, 5472, 5474, 5487, 5506, 5507, 5511, 5514, 5517, 5521, 5522, 5542, 5544, 5549, 5554, 5555, 5557, 5561, 5571, 5586, 5590, 5593, 5599, 5607, 5609, 5616, 5617, 5634, 5644, 5654, 5656, 5662, 5663, 5664, 5665, 5674, 5684, 5690, 5694, 5705, 5709, 5713, 5714, 5725, 5730, 5738, 5742, 5753, 5754, 5757, 5758, 5760, 5762, 5787, 5788, 5793, 5811, 5812, 5813, 5825, 5826, 5847, 5848, 5850, 5853, 5858, 5896, 5899, 5900, 5914, 5916, 5920, 5921, 5939, 5942, 5963, 5968, 5982, 5983, 5987, 5999, 6005, 6036, 6044, 6056, 6066, 6075, 6079, 6110, 6114, 6116, 6123, 6134, 6135, 6165, 6169, 6214, 6216, 6237, 6239, 6246, 6248, 6249, 6257, 6258, 6263, 6264, 6267, 6268, 6269, 6270, 6273, 6275, 6311, 6318, 6326, 6327, 6356, 6366, 6368, 6372, 6373, 6374, 6382, 6391, 6394, 6395, 6407, 6409, 6413, 6414, 6417, 6421, 6428, 6432, 6434, 6437, 6440, 6451, 6455, 6469, 6474, 6475, 6478, 6482, 6492, 6495, 6527, 6528, 6539, 6581, 6587, 6624, 6630, 6633, 6642, 6666, 6675, 6676, 6693, 6715, 6726, 6736, 6744, 6747, 6753, 6766, 6776, 6788, 6814, 6829, 6830, 6832, 6890, 6895, 6907, 6913, 6918, 6919, 6923, 6943, 6995, 7000, 7005, 7038, 7045, 7052, 7067, 7086, 7089, 7093, 7097, 7107, 7132, 7153, 7155, 7159, 7170, 7185, 7189, 7229, 7320, 7335, 7349, 7350, 7351, 7353, 7405, 7406, 7408, 7412, 7413, 7426, 7451, 7464, 7513, 7514, 7516, 7530, 7558, 7618, 7632, 7646, 7648, 7650, 7670, 7693, 8115, 8117, 8118, 8125, 8130, 8134, 8142, 8144, 8147, 8150, 8157, 8172, 8263, 8272, 8275, 8276, 8280, 8281, 8282, 8284, 8679, 8766, 8795, 8828, 8836, 8853, 8860, 8876, 8894, 8912, 8949, 8967, 8972, 8987, 9022, 9066, 9067, 9069, 9070, 9072, 9109, 9124, 9130, 9144, 9152, 9174, 9188, 9191, 9252, 9328, 9429, 9433, 9455, 9456, 9503, 9508, 9554, 9645, 9722, 9730, 9773, 9806, 9809, 9820, 9845, 9868, 9901, 9954, 10007, 10015, 10052, 10057, 10191, 10192, 10211, 10330, 10334, 10347, 10370, 10437, 10496, 10505, 10519, 10612, 10675, 10676, 10678, 10687, 10696, 10767, 10796, 11085, 11090, 11094, 11097, 11204, 11213, 11214, 11233, 11248, 11347, 11421, 11579, 11592, 11608, 11632, 11633, 11634, 11635, 11636, 11637, 11638, 11639, 11640, 11641, 11642, 11643, 11644, 11645, 11646, 11647, 11648, 11649, 11650, 11651, 11652, 11653, 11654, 11655, 11656, 11657, 11658, 11659, 11660, 11661, 11662, 11663, 11664, 11665, 11666, 11667, 11668, 11669, 11670, 11671, 11672, 11673, 11674, 11675, 11676, 11677, 11678, 11679, 11680, 11681, 11682, 11683, 11684, 11685, 11686, 11687, 11688, 11689, 11690, 11691, 11692, 11693, 11694, 11695, 11696, 11697, 11698, 11699, 11700, 11701, 11702, 11703, 11704, 11705, 11706, 11707, 11708, 11709, 11710, 11711, 11712, 11713, 11714, 11715, 11716, 11717, 11718, 11719, 11720, 11721, 11722, 11723, 11724, 11725, 11726, 11727, 11728, 11729, 11730, 11731, 11732, 12087, 12090, 12556, 16721, 16745, 17215, 17569, 19073, 19662, 19699, 19700, 19701, 19702, 22980]","[20290, 20291, 20293, 20294, 27436, 103344, 103345, 133723, 133724, 136048]","[40, 109, 732, 733, 960, 1121, 1377, 3188, 3262, 19441]","[1, 27, 33, 38, 268435461, 268435466, 268435470, 268435487, 536870915, 536870923, 536870929, 536870933, 536870934, 536870937, 536870942, 536870969, 536870976, 536870984, 536871019, 536871021, 536871033, 536871041, 536871044, 536871065, 536871067, 536871094, 536871105, 536871133, 536871134, 536871155, 536871186, 536871194, 536871196, 536871213, 536871221, 536871223, 536871226, 536871262, 536871306, 536871315, 536871339, 536871396, 536871400, 536871470, 536871506, 536871510, 536871535, 536871542, 536871554, 536871564, 536871573, 536871604, 536871615, 536871626, 536871644, 536871647, 536871680, 536871701, 536871707, 536871728, 536871751, 536871784, 536871796, 536871801, 536871802, 536871838, 536871889, 536871942, 536871944, 536871945, 536872010, 536872070, 536872098, 536872100, 536872117, 536872164, 536872205, 536872211, 536872221, 536872225, 536872245, 536872285, 536872291, 536872315, 536872352, 536872371, 536872484, 536872511, 536872581, 536872590, 536872622, 536872626, 536872666, 536872691, 536872695, 536872712, 536872715, 536872733, 536872746, 536872799, 536872810, 536872840, 536872847, 536872862, 536872873, 536872883, 536872891, 536872914, 536872953, 536872981, 536872983, 536873053, 536873097, 536873192, 536873236, 536873249, 536873352, 536873364, 536873449, 536873454, 536873589, 536873652, 536873753, 536873780, 536873810, 536873861, 536874014, 536874450, 536874539, 536874547, 536874688, 536874706, 536874743, 536874813, 536874822, 536874824, 536874873, 536874906, 536875006, 536875046, 536875058, 536875059, 536875069, 536875073, 536875078, 536875094, 536875095, 536875098, 536875099, 536875105, 536875107, 536875109, 536875110, 536875111, 536875112, 536875113, 536875114, 536875127, 536875131, 536875154, 536875158, 536875176, 536875177, 536875184, 536875185, 536875192, 536875197, 536875199, 536875216, 536875217, 536875219, 536875228, 536875229, 536875242, 536875249, 536875250, 536875251, 536875253, 536875254, 536875257, 536875260, 536875265, 536875271, 536875272, 536875275, 536875276, 536875280, 536875281, 536875300, 536875326, 536875330, 536875331, 536875334, 536875338, 536875342, 536875355, 536875356, 536875358, 536875364, 536875385, 536875402, 536875420, 536875437, 536875440, 536875442, 536875460, 536875470, 536875478, 536875480, 536875483, 536875484, 536875486, 536875488, 536875491, 536875494, 536875501, 536875502, 536875504, 536875506, 536875508, 536875510, 536875511, 536875514, 536875515, 536875517, 536875523, 536875525, 536875526, 536875532, 536875534, 536875535, 536875536, 536875537, 536875540, 536875542, 536875546, 536875557, 536875559, 536875564, 536875565, 536875570, 536875572, 536875573, 536875575, 536875578, 536875580, 536875583, 536875590, 536875609, 536875621, 536875623, 536875624, 536875626, 536875627, 536875635, 536875639, 536875642, 536875647, 536875649, 536875650, 536875660, 536875668, 536875674, 536875689, 536875693, 536875695, 536875700, 536875730, 536875735, 536875741, 536875742, 536875743, 536875744, 536875745, 536875746, 536875747, 536875750, 536875764, 536875770, 536875781, 536875796, 536875797, 536875803, 536875804, 536875807, 536875808, 536875813, 536875818, 536875819, 536875822, 536875824, 536875830, 536875831, 536875832, 536875837, 536875839, 536875855, 536875868, 536875873, 536875880, 536875886, 536875889, 536875892, 536875895, 536875896, 536875901, 536875910, 536875923, 536875932, 536875935, 536875948, 536875957, 536876027, 536876029, 536876032, 536876062, 536876065, 536876066, 536876068, 536876071, 536876072, 536876073, 536876077, 536876083, 536876093, 536876097, 536876098, 536876099, 536876108, 536876109, 536876125, 536876128, 536876129, 536876130, 536876171, 536876176, 536876178, 536876179, 536876180, 536876181, 536876183, 536876184, 536876188, 536876196, 536876197, 536876199, 536876210, 536876211, 536876220, 536876221, 536876235, 536876262, 536876265, 536876274, 536876275, 536876281, 536876289, 536876302, 536876303, 536876304, 536876306, 536876314, 536876320, 536876322, 536876329, 536876332, 536876333, 536876335, 536876339, 536876348, 536876351, 536876363, 536876364, 536876365, 536876369, 536876380, 536876383, 536876384, 536876386, 536876399, 536876418, 536876419, 536876423, 536876426, 536876429, 536876433, 536876434, 536876454, 536876456, 536876461, 536876466, 536876467, 536876469, 536876473, 536876483, 536876498, 536876502, 536876505, 536876511, 536876519, 536876521, 536876528, 536876529, 536876546, 536876556, 536876566, 536876568, 536876574, 536876575, 536876576, 536876577, 536876586, 536876596, 536876602, 536876606, 536876617, 536876621, 536876625, 536876626, 536876637, 536876642, 536876650, 536876654, 536876665, 536876666, 536876669, 536876670, 536876672, 536876674, 536876699, 536876700, 536876705, 536876723, 536876724, 536876725, 536876737, 536876738, 536876759, 536876760, 536876762, 536876765, 536876770, 536876808, 536876811, 536876812, 536876826, 536876828, 536876832, 536876833, 536876851, 536876854, 536876875, 536876880, 536876894, 536876895, 536876899, 536876911, 536876917, 536876948, 536876956, 536876968, 536876978, 536876987, 536876991, 536877022, 536877026, 536877028, 536877035, 536877046, 536877047, 536877077, 536877081, 536877126, 536877128, 536877149, 536877151, 536877158, 536877160, 536877161, 536877169, 536877170, 536877175, 536877176, 536877179, 536877180, 536877181, 536877182, 536877185, 536877187, 536877223, 536877230, 536877238, 536877239, 536877268, 536877278, 536877280, 536877284, 536877285, 536877286, 536877294, 536877303, 536877306, 536877307, 536877319, 536877321, 536877325, 536877326, 536877329, 536877333, 536877340, 536877344, 536877346, 536877349, 536877352, 536877363, 536877367, 536877381, 536877386, 536877387, 536877390, 536877394, 536877404, 536877407, 536877439, 536877440, 536877451, 536877493, 536877499, 536877536, 536877542, 536877545, 536877554, 536877578, 536877587, 536877588, 536877605, 536877627, 536877638, 536877648, 536877656, 536877659, 536877665, 536877678, 536877688, 536877700, 536877726, 536877741, 536877742, 536877744, 536877802, 536877807, 536877819, 536877825, 536877830, 536877831, 536877835, 536877855, 536877907, 536877912, 536877917, 536877950, 536877957, 536877964, 536877979, 536877998, 536878001, 536878005, 536878009, 536878019, 536878044, 536878065, 536878067, 536878071, 536878082, 536878097, 536878101, 536878141, 536878232, 536878247, 536878261, 536878262, 536878263, 536878265, 536878317, 536878318, 536878320, 536878324, 536878325, 536878338, 536878363, 536878376, 536878425, 536878426, 536878428, 536878442, 536878470, 536878530, 536878544, 536878558, 536878560, 536878562, 536878582, 536878605, 536879027, 536879029, 536879030, 536879037, 536879042, 536879046, 536879054, 536879056, 536879059, 536879062, 536879069, 536879084, 536879175, 536879184, 536879187, 536879188, 536879192, 536879193, 536879194, 536879196, 536879591, 536879678, 536879707, 536879740, 536879748, 536879765, 536879772, 536879788, 536879806, 536879824, 536879861, 536879879, 536879884, 536879899, 536879934, 536879978, 536879979, 536879981, 536879982, 536879984, 536880021, 536880036, 536880042, 536880056, 536880064, 536880086, 536880100, 536880103, 536880164, 536880240, 536880341, 536880345, 536880367, 536880368, 536880415, 536880420, 536880466, 536880557, 536880634, 536880642, 536880685, 536880718, 536880721, 536880732, 536880757, 536880780, 536880813, 536880866, 536880919, 536880927, 536880964, 536880969, 536881103, 536881104, 536881123, 536881242, 536881246, 536881259, 536881282, 536881349, 536881408, 536881417, 536881431, 536881524, 536881587, 536881588, 536881590, 536881599, 536881608, 536881679, 536881708, 536881997, 536882002, 536882006, 536882009, 536882116, 536882125, 536882126, 536882145, 536882160, 536882259, 536882333, 536882491, 536882504, 536882520, 536882544, 536882545, 536882546, 536882547, 536882548, 536882549, 536882550, 536882551, 536882552, 536882553, 536882554, 536882555, 536882556, 536882557, 536882558, 536882559, 536882560, 536882561, 536882562, 536882563, 536882564, 536882565, 536882566, 536882567, 536882568, 536882569, 536882570, 536882571, 536882572, 536882573, 536882574, 536882575, 536882576, 536882577, 536882578, 536882579, 536882580, 536882581, 536882582, 536882583, 536882584, 536882585, 536882586, 536882587, 536882588, 536882589, 536882590, 536882591, 536882592, 536882593, 536882594, 536882595, 536882596, 536882597, 536882598, 536882599, 536882600, 536882601, 536882602, 536882603, 536882604, 536882605, 536882606, 536882607, 536882608, 536882609, 536882610, 536882611, 536882612, 536882613, 536882614, 536882615, 536882616, 536882617, 536882618, 536882619, 536882620, 536882621, 536882622, 536882623, 536882624, 536882625, 536882626, 536882627, 536882628, 536882629, 536882630, 536882631, 536882632, 536882633, 536882634, 536882635, 536882636, 536882637, 536882638, 536882639, 536882640, 536882641, 536882642, 536882643, 536882644, 536882999, 536883002, 536883468, 536887633, 536887657, 536888127, 536888481, 536889985, 536890574, 536890611, 536890612, 536890613, 536890614, 536893892]"
0,0,114287,"[26, 27]","[170915, 170916, 170917]","[701, 2484, 15851, 18681, 57738, 100359, 103377, 106814, 114286, 119422]","[32, 268435470, 536870938, 536870939]"
0,0,11270,"[117, 129, 221, 343, 544, 558, 594, 714, 926, 962, 966, 1019, 1027, 1068, 1098, 1120, 1186, 1308, 1310, 1313, 1494, 1523, 1599, 1697, 1735, 1737, 1761, 1783, 1800, 1836, 1898, 1935, 1960, 1961, 2337, 2440, 2493, 2513, 2537, 2561, 2604, 2966, 2977, 3102, 3203, 3749, 3794, 3901, 3922, 3961, 4145, 4147, 4186, 4187, 4198, 4202, 4219, 4239, 4258, 4298, 4304, 4316, 4329, 4338, 4363, 4374, 4375, 4403, 4410, 4414, 4418, 4420, 4428, 4432, 4446, 4450, 4492, 4508, 4524, 4525, 4542, 4571, 4573, 4577, 4581, 4582, 4583, 4589, 4590, 4591, 4593, 4594, 4595, 4596, 4598, 4599, 4611, 4612, 4613, 4617, 4619, 4622, 4624, 4625, 4626, 4628, 4629, 4633, 4634, 4637, 4652, 4660, 4727, 4737, 4763, 4783, 4788, 4829, 4830, 4831, 4833, 4846, 4850, 4880, 4896, 4907, 4910, 4968, 5039, 5117, 5119, 5120, 5153, 5161, 5171, 5172, 5185, 5186, 5197, 5216, 5267, 5268, 5272, 5276, 5362, 5367, 5375, 5378, 5382, 5392, 5410, 5411, 5414, 5420, 5421, 5422, 5426, 5427, 5446, 5465, 5501, 5512, 5520, 5546, 5549, 5550, 5564, 5581, 5647, 5672, 5675, 5677, 5713, 5736, 5753, 5799, 5968, 6258, 6261, 6263, 6264, 6378, 6394, 6412, 6421, 6429, 6461, 6462, 6475, 6478, 6621, 6631, 6675, 6724, 6850, 6895, 7120, 7293, 7301, 7406, 7516, 7579, 7672, 8183, 8320, 9094, 9468, 9653, 9654, 9655]","[34706, 34707, 34708]","[533, 1882, 1906, 2939, 2993, 3188, 8072, 9727, 11118, 12482]","[19, 268435458, 268435487, 268435488, 536871029, 536871041, 536871133, 536871255, 536871456, 536871470, 536871506, 536871626, 536871838, 536871874, 536871878, 536871931, 536871939, 536871980, 536872010, 536872032, 536872098, 536872220, 536872222, 536872225, 536872406, 536872435, 536872511, 536872609, 536872647, 536872649, 536872673, 536872695, 536872712, 536872748, 536872810, 536872847, 536872872, 536872873, 536873249, 536873352, 536873405, 536873425, 536873449, 536873473, 536873516, 536873878, 536873889, 536874014, 536874115, 536874661, 536874706, 536874813, 536874834, 536874873, 536875057, 536875059, 536875098, 536875099, 536875110, 536875114, 536875131, 536875151, 536875170, 536875210, 536875216, 536875228, 536875241, 536875250, 536875275, 536875286, 536875287, 536875315, 536875322, 536875326, 536875330, 536875332, 536875340, 536875344, 536875358, 536875362, 536875404, 536875420, 536875436, 536875437, 536875454, 536875483, 536875485, 536875489, 536875493, 536875494, 536875495, 536875501, 536875502, 536875503, 536875505, 536875506, 536875507, 536875508, 536875510, 536875511, 536875523, 536875524, 536875525, 536875529, 536875531, 536875534, 536875536, 536875537, 536875538, 536875540, 536875541, 536875545, 536875546, 536875549, 536875564, 536875572, 536875639, 536875649, 536875675, 536875695, 536875700, 536875741, 536875742, 536875743, 536875745, 536875758, 536875762, 536875792, 536875808, 536875819, 536875822, 536875880, 536875951, 536876029, 536876031, 536876032, 536876065, 536876073, 536876083, 536876084, 536876097, 536876098, 536876109, 536876128, 536876179, 536876180, 536876184, 536876188, 536876274, 536876279, 536876287, 536876290, 536876294, 536876304, 536876322, 536876323, 536876326, 536876332, 536876333, 536876334, 536876338, 536876339, 536876358, 536876377, 536876413, 536876424, 536876432, 536876458, 536876461, 536876462, 536876476, 536876493, 536876559, 536876584, 536876587, 536876589, 536876625, 536876648, 536876665, 536876711, 536876880, 536877170, 536877173, 536877175, 536877176, 536877290, 536877306, 536877324, 536877333, 536877341, 536877373, 536877374, 536877387, 536877390, 536877533, 536877543, 536877587, 536877636, 536877762, 536877807, 536878032, 536878205, 536878213, 536878318, 536878428, 536878491, 536878584, 536879095, 536879232, 536880006, 536880380, 536880565, 536880566, 536880567]"
0,0,10039,"[1500, 3673]",[161503],"[28070, 32902, 43367, 76263, 89597, 102868, 105269, 111130, 113895, 116681]","[1, 268435460, 268435461, 268435464, 268435488, 536872412, 536874585]"
0,0,55173,"[117, 2049, 2875, 4134, 4224, 4253]","[155088, 155089, 155090]","[19150, 20329, 20342, 24426, 28070, 55190, 56033, 77529, 89597, 116681]","[1, 268435464, 268435465, 268435487, 268435488, 536871029, 536872961, 536873787, 536875046, 536875136, 536875165]"
0,0,17548,"[107, 296, 1027, 1148]","[177636, 177637, 177638]","[25311, 26145, 28309, 29348, 35371, 35994, 37419, 80916, 81680, 96217]","[1, 268435460, 268435468, 268435469, 268435487, 268435488, 536871019, 536871208, 536871939, 536872060]"
0,0,29348,"[296, 1026, 1148]","[84956, 84957, 84958, 172635]","[17548, 25311, 26145, 28309, 30245, 35994, 36198, 43165, 80916, 81680]","[268435468, 268435469, 268435487, 268435488, 536871208, 536871938, 536872060]"
0,"[122312, 122313]",103329,"[1105, 1401]","[166814, 166815, 166816]","[26950, 55038, 76877, 103292, 103298, 103301, 105049, 105269, 107318, 111130]","[1, 268435461, 268435487, 536872017, 536872313]"
0,0,17111,"[117, 970, 994, 1148, 1158, 4134, 4138, 23930]",[45598],"[9789, 13200, 17130, 17519, 29173, 31515, 33153, 34823, 55590, 55689]","[18, 41, 268435469, 268435471, 268435488, 536871029, 536871882, 536871906, 536872060, 536872070, 536875046, 536875050, 536894842]"
0,0,81249,0,[170924],"[37382, 55199, 96217, 101608, 103303, 105049, 106987, 115653, 116530, 119171]","[1, 17, 38, 268435468, 268435487]"
0,0,119156,0,"[173302, 173303]","[13196, 19404, 25877, 36258, 56967, 79134, 99118, 113201, 119171, 120184]","[17, 35, 268435471]"
0,0,15830,"[78, 94, 846, 847, 1027, 1120, 1313, 1836, 2045, 4560, 4850, 4855, 5719, 6070, 6210, 7296, 7564, 9328, 9801, 10336]","[43486, 178657, 178658]","[9648, 17906, 22425, 22482, 22490, 58814, 59048, 59173, 59218, 68049]","[19, 42, 268435469, 268435487, 536870990, 536871006, 536871758, 536871759, 536871939, 536872032, 536872225, 536872748, 536872957, 536875472, 536875762, 536875767, 536876631, 536876982, 536877122, 536878208, 536878476, 536880240, 536880713, 536881248]"
0,0,3222,"[78, 117, 126, 163, 227, 288, 296, 301, 382, 416, 426, 477, 478, 486, 1026, 1059, 1705, 1735, 2049, 2425, 2493, 4134, 4154, 4161, 4163, 4768, 4796, 4871, 4882, 4957, 5315, 5316, 5320, 5327, 5379, 6511, 7479]","[155505, 155506, 156129, 159620, 160904, 160905, 160906]","[18182, 18869, 19150, 22387, 23733, 26226, 34021, 36198, 55190, 56033]","[1, 17, 268435464, 268435468, 268435487, 268435488, 536870990, 536871029, 536871038, 536871075, 536871139, 536871200, 536871208, 536871213, 536871294, 536871328, 536871338, 536871389, 536871390, 536871398, 536871938, 536871971, 536872617, 536872647, 536872961, 536873337, 536873405, 536875046, 536875066, 536875073, 536875075, 536875680, 536875708, 536875783, 536875794, 536875869, 536876227, 536876228, 536876232, 536876239, 536876291, 536877423, 536878391]"
0,0,102584,"[5, 390, 16811]","[170911, 170912, 170913]","[10032, 13210, 18225, 26574, 44076, 81249, 96217, 105049, 106987, 115653]","[1, 19, 21, 38, 268435468, 268435487, 536870917, 536871302, 536887723]"
0,0,10032,"[606, 1370, 2008]","[174801, 174802, 174845, 174846]","[25311, 26145, 26574, 37419, 80916, 81680, 96217, 105049, 106987, 111130]","[1, 21, 268435468, 268435487, 268435488, 536871518, 536872282, 536872920]"
0,0,102163,[1370],"[162642, 167933]","[18623, 23345, 31515, 36553, 51577, 55036, 55888, 65827, 79134, 109339]","[22, 268435469, 268435471, 268435488, 536872282]"
0,0,19809,"[847, 1484, 1961, 1991, 2470, 3586]",[53066],"[19075, 19785, 22426, 22471, 22472, 22482, 28465, 43130, 67166, 68049]","[42, 268435469, 536871759, 536872396, 536872873, 536872903, 536873382, 536874498]"
0,0,10776,"[296, 377, 510, 1026, 1033, 1403]","[32995, 32996, 32997, 32998]","[9243, 17379, 25300, 26574, 28309, 30245, 36198, 47823, 55199, 80916]","[1, 21, 33, 38, 268435468, 268435487, 268435488, 536871208, 536871289, 536871422, 536871938, 536871945, 536872315]"
[122556],0,26226,"[117, 296, 744, 905, 1705, 2049, 3415, 4134, 4154, 4281]","[134893, 134894, 134895, 134896, 134897, 147905, 147906, 148537, 148538, 149138]","[18869, 19150, 22387, 23733, 24426, 28070, 36198, 55173, 55190, 56033]","[1, 17, 268435464, 268435487, 268435488, 536871029, 536871208, 536871656, 536871817, 536872617, 536872961, 536874327, 536875046, 536875066, 536875193]"
0,0,119171,0,"[170322, 174726]","[25311, 55199, 81249, 96217, 101608, 103303, 105049, 106987, 115278, 116530]","[1, 17, 268435468, 268435471, 268435487]"
0,0,9938,"[96, 147, 227, 296, 301, 594, 872, 1026, 1068, 1158, 1320, 1494, 2066, 2154, 2862, 3782, 3794, 3918, 4004, 4134, 4150, 4284, 4353, 4363, 4369, 4390, 4392, 4404, 4543, 4573, 4619, 4628, 4848, 4880, 5117, 5120, 5361, 5365, 5650, 5792, 6057, 6074, 6497, 7053, 8158, 8242]",[52236],"[660, 2365, 5652, 9278, 10297, 10388, 11646, 14394, 22387, 27092]","[1, 17, 268435468, 268435471, 268435480, 268435487, 536871008, 536871059, 536871139, 536871208, 536871213, 536871506, 536871784, 536871938, 536871980, 536872070, 536872232, 536872406, 536872978, 536873066, 536873774, 536874694, 536874706, 536874830, 536874916, 536875046, 536875062, 536875196, 536875265, 536875275, 536875281, 536875302, 536875304, 536875316, 536875455, 536875485, 536875531, 536875540, 536875760, 536875792, 536876029, 536876032, 536876273, 536876277, 536876562, 536876704, 536876969, 536876986, 536877409, 536877965, 536879070, 536879154]"
