,id,aggregated_rating,aggregated_rating_count,category,first_release_date,franchise,hypes,name,popularity,pulse_count,rating,rating_count,slug,storyline,summary,time_to_beat,total_rating,total_rating_count,url
49,3772,78.7272727272727,11.0,0,1528934400.0,,31.0,Wreckfest,177.52699136463718,29.0,61.3052440627734,15.0,wreckfest,,"Wreckfest (previously known by its working title Next Car Game and currently listed on Steam as Next Car Game: Wreckfest) is a racing video game in development by Bugbear Entertainment, creators of the well-known demolition derby-style racing series FlatOut. Wreckfest is described as the spiritual successor to the FlatOut series and a cross between FlatOut, Destruction Derby and cult 1989 PC racer Street Rod. 
 A notable feature of the game engine is the use of soft-body damage modelling, which enables location-based damage that affects the driving dynamics of vehicles in a realistic fashion.",,70.01625839502304,26.0,https://www.igdb.com/games/wreckfest
50,18225,70.4615384615385,15.0,0,1561593600.0,,61.0,The Sinking City,176.1912553515427,145.0,66.401871424563,19.0,the-sinking-city,The city trembles on the brink of madness. Can you investigate this beleaguered town and untangle the tragic extent of its failings or will you be driven beyond madness yourself?,"The Sinking City is a game of investigation genre taking place in a fictional open world inspired by the works of H.P. Lovecraft. 
The player incarnates a private investigator in 1920s, who finds himself in a city of New England, Oakmont Massachusetts. It’s currently suffering from extensive waterflood, and its cause is clearly supernatural.",,68.43170494305075,34.0,https://www.igdb.com/games/the-sinking-city
51,113895,,,0,1556150400.0,,,Havocado,172.3856977028666,1.0,87.1428571428571,7.0,havocado,,"Havocado is a silly hyper-speed multiplayer physics fighting game; shoot, punch, drive, and use magic to knock the other players off in a multitude of locations and scenarios.",,87.1428571428571,7.0,https://www.igdb.com/games/havocado
52,19564,82.9090909090909,13.0,0,1573171200.0,,172.0,Death Stranding,170.8403629038555,1246.0,96.74003362882351,18.0,death-stranding,,"Sam Bridges must brave a world utterly transformed by the Death Stranding. Carrying the disconnected remnants of our future in his hands, he embarks on a journey to reconnect the shattered world one step at a time.",,89.8245622689572,31.0,https://www.igdb.com/games/death-stranding
53,81680,,,0,1577750400.0,,6.0,Mr. Prepper,169.93414676043292,,,,mr-prepper,,"Mr. Prepper is about to be prepared. You know something is wrong, the risk of a nuclear war is in the air and you need to be prepared for what's coming. They promised freedom but dealing with your paranoid government is just another day in this survival crafting game; 
 
- Build an underground shelter 
- Craft machines that can keep you alive; farms, greenhouses, tools, vehicles etc. 
- Trade with neighbors, give them what they need, get what is useful to you 
- Make a plan, you need to get out of this country 
- Beaware of the secret police, they don't want you to be prepared, they want you to stay in their control 
 
Mr. Prepper is the guy who live in a country which once was the land of freedom but step by step its government changed everything. If you don't obbey - you dissapear. Be as they want you to be or be gone. Our hero decided to opose, to get out of this delusion of life. The only way for him to hide his plans and his doings is to build an underground shelter and construct a machine that helps him get out across the border. But he will need materials, materials so rare in this world - help him get them, help him escape without being discovered.",,,,https://www.igdb.com/games/mr-prepper
54,23345,,,0,1495756800.0,,,Life is Feudal: Forest Village,169.042673690457,2.0,75.55843887389,11.0,life-is-feudal-forest-village,,"Life is Feudal: Forest Village is RTS city builder game with survival aspects in a realistic harsh medieval world. Shape, build and expand your settlement, grow various food to prevent your villagers from avitaminosis and starvation. Possess them for additional micromanagement or simply to wander around. Become a leader of the newly arrived settlers and lead them to peace and prosperity.",,75.55843887389,11.0,https://www.igdb.com/games/life-is-feudal-forest-village
55,55036,82.8,5.0,0,1555372800.0,,29.0,Anno 1800,167.72144911317292,87.0,88.9696413720012,12.0,anno-1800,,"Welcome to the dawn of the industrial age. The path you choose will define your world. Are you renovator or exploiter? Suppressor or liberator? It's up to you how the world will remember your name. 
 
In Anno 1800, players will take charge of their own fortune as they navigate the rapidly evolving technological and malicious political landscape of the 19th century in their quest to build an empire that will stand the test of time. 
 
Combining beloved features with innovative gameplay in a memorable new setting, Anno 1800 marks the beginning of a new era for the Anno franchise.",,85.88482068600061,17.0,https://www.igdb.com/games/anno-1800
56,29173,,,0,1502496000.0,,1.0,Startup Company,166.36825448052932,,60.0,4.0,startup-company,,"Startup Company is a business simulation sandbox game. You play as the CEO of a newly formed software company. Your job is to either complete client contracts to make money, or build your very own products.",,60.0,4.0,https://www.igdb.com/games/startup-company
57,117665,,,0,,,,Waifu Academy,165.92251794554141,,,,waifu-academy,,"In Waifu Academy, you play as young man (with a name of your choice, of course), who wishes to seek revenge after many years of harrowing ordeals... The game features more than 30 characters, each of which is unique and has a (hopefully) believable background. Most of the game scenes take place at a fictional private high school called, 'Sazaki Academy.'",,,,https://www.igdb.com/games/waifu-academy
58,28070,57.6666666666667,4.0,0,1536019200.0,,6.0,PLANET ALPHA,161.0347599776179,17.0,70.0137310774975,5.0,planet-alpha,,"PLANET ALPHA is an adventure set in a living alien world where you have the ability to manipulate the daytime. 
 
To survive on this strange planet you will have to be observant of how the environment and the wildlife behaviour changes depending on the time of day.",,63.8401988720821,9.0,https://www.igdb.com/games/planet-alpha
59,115737,,,0,,,,Waifu Sex Simulator,160.350811258192,,,,waifu-sex-simulator,,,,,,https://www.igdb.com/games/waifu-sex-simulator
60,25646,,,0,1503878400.0,,,Don't Knock Twice,159.01360165322808,3.0,69.8855697422308,6.0,dont-knock-twice,,"Don't Knock Twice is a first-person horror game based on a psychologically terrifying urban legend. To save her estranged daughter, a guilt-ridden mother must uncover the frightening truth behind the urban tale of a vengeful, demonic witch. One knock to wake her from her bed, twice to raise her from the dead. 
 
Explore a grand manor house and interact with almost every object you see. To find and save your daughter, you will explore all depths of the manor, searching for hidden clues and using items to fight or escape the terror that surrounds you. 
 
The game is based on the film, Don't Knock Twice, starring Katee Sackhoff (Battlestar Galactica) and directed by Caradog James (The Machine).",,69.8855697422308,6.0,https://www.igdb.com/games/dont-knock-twice
61,113360,,,0,,,5.0,Hytale,158.79073338573411,12.0,,,hytale,,"Hytale combines the scope of a sandbox with the depth of a roleplaying game, immersing players in a procedurally generated world where teetering towers and deep dungeons promise rich rewards throughout their adventures. Hytale supports everything from block-by-block construction to scripting and minigame creation, delivered using easy to use and powerful tools.",,,,https://www.igdb.com/games/hytale
62,25222,,,0,1476921600.0,,1.0,Rusty Lake: Roots,157.91430504769218,4.0,72.17061591260679,15.0,rusty-lake-roots,,James Vanderboom's life drastically changes when he plants a special seed in the garden of the house he has inherited. Expand your bloodline by unlocking portraits in the tree of life.,,72.17061591260679,15.0,https://www.igdb.com/games/rusty-lake-roots
63,116353,,,0,1546214400.0,,,Real Football 2019,157.45352378077033,,,,real-football-2019,,Real Football / Soccer is a series of mobile football/soccer games by Gameloft that has been released annually since 2004.,,,,https://www.igdb.com/games/real-football-2019
64,55590,0.0,2.0,0,1507248000.0,,,Mashinky,156.35266790549508,2.0,89.8118426778327,9.0,mashinky,,Mashinky is a transport strategy game about trains. The goal is to create your own transport empire on a procedurally generated map. It’s a unique blend of realistic graphics combined with an isometric construction mode and board game-like rules.,,44.90592133891635,11.0,https://www.igdb.com/games/mashinky
65,105269,20.0,3.0,0,1531785600.0,,,Gene Rain,155.6705776408185,2.0,,,gene-rain,,"Gene Rain is a next-gen 3D third person shooter game. The story is set in a futuristic world, with a linear narrative structure, and uses shocking visual effects to present a brand new world for the players ' enjoyment.",,20.0,3.0,https://www.igdb.com/games/gene-rain
